,4b. close (USD),5. volume,6. market cap (USD)
2021-06-29,300.79000000,2126079.34160000,2126079.34160000
2021-06-28,290.00000000,1884580.15570000,1884580.15570000
2021-06-27,290.87000000,1539903.02680000,1539903.02680000
2021-06-26,279.65000000,2263064.36330000,2263064.36330000
2021-06-25,280.81000000,2711888.87090000,2711888.87090000
2021-06-24,308.62000000,2635799.19600000,2635799.19600000
2021-06-23,296.25000000,3319089.77700000,3319089.77700000
2021-06-22,262.10000000,5570573.48510000,5570573.48510000
2021-06-21,270.76000000,3729539.01670000,3729539.01670000
2021-06-20,339.08000000,1618406.00510000,1618406.00510000
2021-06-19,334.01000000,1067456.21190000,1067456.21190000
2021-06-18,337.16000000,1583897.27910000,1583897.27910000
2021-06-17,352.85000000,1239146.52730000,1239146.52730000
2021-06-16,347.22000000,1531522.20620000,1531522.20620000
2021-06-15,366.48000000,1545190.43690000,1545190.43690000
2021-06-14,370.19000000,1978613.23840000,1978613.23840000
2021-06-13,365.80000000,1958071.36560000,1958071.36560000
2021-06-12,343.70000000,2074837.00120000,2074837.00120000
2021-06-11,345.75000000,2215352.72300000,2215352.72300000
2021-06-10,351.94000000,2417974.64990000,2417974.64990000
2021-06-09,375.54000000,3494285.66900000,3494285.66900000
2021-06-08,352.50000000,4986849.85120000,4986849.85120000
2021-06-07,357.96000000,3028938.84450000,3028938.84450000
2021-06-06,393.73000000,1862065.43180000,1862065.43180000
2021-06-05,390.08000000,3977579.34700000,3977579.34700000
2021-06-04,390.70000000,4926793.44990000,4926793.44990000
2021-06-03,428.48000000,4214469.41500000,4214469.41500000
2021-06-02,401.54000000,4377024.66850000,4377024.66850000
2021-06-01,362.39000000,3652280.69160000,3652280.69160000
2021-05-31,353.33000000,4110136.87440000,4110136.87440000
2021-05-30,325.57000000,3739673.11380000,3739673.11380000
2021-05-29,305.04000000,3764083.29230000,3764083.29230000
2021-05-28,328.82000000,5253443.36190000,5253443.36190000
2021-05-27,369.67000000,4275801.50140000,4275801.50140000
2021-05-26,379.16000000,5336916.07220000,5336916.07220000
2021-05-25,343.18000000,7638986.01320000,7638986.01320000
2021-05-24,345.64000000,7794003.64100000,7794003.64100000
2021-05-23,260.72000000,8801148.18320000,8801148.18320000
2021-05-22,299.76000000,5303046.01200000,5303046.01200000
2021-05-21,326.01000000,8827845.38580000,8827845.38580000
2021-05-20,391.17000000,8116861.42240000,8116861.42240000
2021-05-19,334.80000000,11497731.37740000,11497731.37740000
2021-05-18,507.88000000,2720596.43740000,2720596.43740000
2021-05-17,512.07000000,4029118.35270000,4029118.35270000
2021-05-16,564.32000000,2939528.17740000,2939528.17740000
2021-05-15,563.41000000,2259793.58250000,2259793.58250000
2021-05-14,602.61000000,2187570.29960000,2187570.29960000
2021-05-13,571.10000000,5485323.70470000,5485323.70470000
